feature,f_score,rank,selected,vimp_cov,delta,abs_delta,sign,mean_early,mean_late,score_blend,blend_rank
young,0.27860380155673037,196,0,0.0014749458001492508,0.002116777354769306,0.002116777354769306,1,0.009998762107307825,0.012115539462077132,0.3916349809885931,179
long,0.5191848794044983,165,0,0.0009380209043118901,-0.002050526545066901,0.002050526545066901,-1,0.009707913953128451,0.007657387408061551,0.38910012674271227,180
james,5.236107623625641,49,0,0.0003045813718387553,0.0009259642943238253,0.0009259642943238253,1,0.009971049810779484,0.01089701410510331,0.38783269961977185,181
blue,1.555759394325174,117,0,0.0007146973724748805,-0.0012250540575792206,0.0012250540575792206,-1,0.010625452715524526,0.009400398657945305,0.38149556400506973,182
illumination,0.3028512014901315,189,0,0.0003605134902570794,0.0034194703614351223,0.0034194703614351223,1,0.0032016125637192696,0.006621082925154392,0.3789607097591889,183
full body,16.52154448397516,5,1,0.0,-0.0004656937192724017,0.0004656937192724017,-1,0.006607316615170626,0.006141622895898224,0.3789607097591888,184
van,1.217022866798309,126,0,6.56404501208267e-05,0.002530633189747546,0.002530633189747546,1,0.00517182695841957,0.007702460148167116,0.3726235741444867,185
depth of,0.9718963890814799,139,0,0.0004378417771949996,0.002025283838039563,0.002025283838039563,1,0.00349099115247997,0.005516274990519533,0.3726235741444867,186
his,0.0027802144904541283,253,0,0.0009381978740405032,-0.0037928619263856364,0.0037928619263856364,-1,0.00930480209668778,0.005511940170302144,0.3688212927756654,187
shot,1.3314410211558798,122,0,0.00018729657377305087,0.0019834186949277324,0.0019834186949277324,1,0.010048478557854257,0.01203189725278199,0.3624841571609632,188
behance,1.592189302450001,114,0,0.0005654794068468808,0.0011232500384774167,0.0011232500384774167,1,0.004748848376359495,0.005872098414836911,0.35868187579214195,189
dramatic lighting,1.2153507727120487,128,0,0.000669624329484443,0.0010918418573777101,0.0010918418573777101,1,0.004641625869938884,0.005733467727316594,0.3523447401774398,190
futuristic,1.0464817711259655,134,0,0.0012730584326934693,0.0005410589856834729,0.0005410589856834729,1,0.00758422512499158,0.008125284110675052,0.35107731305449935,191
forest,0.009942549732936106,243,0,0.0010843730540117304,-0.0030180394933936924,0.0030180394933936924,-1,0.009579961792322931,0.0065619222989292385,0.3485424588086185,192
still,0.22021634333452111,207,0,0.0006403225737476568,0.0026557827200455984,0.0026557827200455984,1,0.01041866171343419,0.013074444433479788,0.3409378960709759,193
to,1.8513283841746813,106,0,0.0,-0.0018142742288258795,0.0018142742288258795,-1,0.011425161610825066,0.009610887381999186,0.3384030418250951,194
epic,0.3374800126469293,185,0,0.002539418501137776,0.0003449594616207474,0.0003449594616207474,1,0.012362765554210961,0.012707725015831709,0.3358681875792142,195
giger,1.1561296951426379,130,0,0.0,0.0023170446608184415,0.0023170446608184415,1,0.004040320723461224,0.006357365384279666,0.3346007604562738,196
dramatic,0.2962274206141443,191,0,0.0023746503056771592,-0.0004609050863781262,0.0004609050863781262,-1,0.009824146443688418,0.009363241357310292,0.32446134347275035,197
man,1.7461649978359923,111,0,0.0004974313540058388,-0.0006966522592951937,0.0006966522592951937,-1,0.010977122384622139,0.010280470125326945,0.3231939163498099,198
global,0.30285120149013134,190,0,0.00037246616679037075,0.0024847047303292054,0.0024847047303292054,1,0.003220445437508911,0.005705150167838117,0.32192648922686945,199
photorealistic,0.01307293426289713,240,0,0.0028916975824939866,-0.0010171815860599773,0.0010171815860599773,-1,0.01385803888943938,0.012840857303379402,0.32192648922686945,200
cat,0.8012806024066835,142,0,0.0,-0.002333712460642151,0.002333712460642151,-1,0.010576780821206342,0.00824306836056419,0.32192648922686945,201
ornate,0.5332389659942838,163,0,0.0002305608826484049,0.002134483036777681,0.002134483036777681,1,0.004362767768099162,0.0064972508048768435,0.32192648922686945,202
made,0.13414255460977284,214,0,0.000251561856527073,0.003235933280589456,0.003235933280589456,1,0.008223738542332056,0.011459671822921512,0.31432192648922685,203
peter,0.5385428638060324,162,0,8.475220840365043e-05,0.0021965682447089158,0.0021965682447089158,1,0.008076082215241812,0.010272650459950728,0.31432192648922685,204
dark,0.6833721381000217,151,0,0.0013624830117458559,-0.00016074556794056644,0.00016074556794056644,-1,0.018654775203493654,0.018494029635553088,0.31432192648922685,205
city,1.5639259723783632,115,0,0.0,-0.0016504498015879367,0.0016504498015879367,-1,0.011079977576471431,0.009429527774883494,0.31432192648922685,206
high detail,0.2216863102322598,206,0,0.0016652301362148417,-0.0009704464096135616,0.0009704464096135616,-1,0.008155914332714665,0.0071854679231011034,0.3105196451204056,207
cgsociety,3.1935444043707046,76,0,0.000246380561887177,-0.00018232019748704118,0.00018232019748704118,-1,0.007310047938691848,0.007127727741204807,0.30798479087452474,208
sampler=2,2.3364548494983373,87,0,0.0,-0.001,0.001,-1,0.001,0.0,0.30544993662864384,209
award winning,0.39262801916644663,178,0,0.00017329050741480355,-0.0023447865129137763,0.0023447865129137763,-1,0.01003965374045436,0.007694867227540584,0.30544993662864384,210
character,0.00045498680018096895,261,0,0.0008871362970689405,0.002726172033859567,0.002726172033859567,1,0.011927167189036737,0.014653339222896303,0.302915082382763,211
art sharp,1.821614241509261,109,0,0.00023726585397029006,0.000900151551107379,0.000900151551107379,1,0.003342373759024041,0.00424252531013142,0.30164765525982257,212
gothic,2.1218761160155406,98,0,0.0,0.0010815210005626092,0.0010815210005626092,1,0.004639268463034357,0.005720789463596966,0.3003802281368821,213
film,0.14245742594049576,212,0,0.00032281501671030144,-0.002613405122489798,0.002613405122489798,-1,0.009390795923828486,0.0067773908013386884,0.29150823827629907,214
from the,1.8178416785283442,110,0,0.0004579111814025243,0.0001512985745014848,0.0001512985745014848,1,0.006081637351169861,0.006232935925671346,0.2864385297845374,215
stunning,1.2159767570665099,127,0,0.0006448475834125807,0.00011165221427081491,0.00011165221427081491,1,0.005905603740814143,0.006017255955084958,0.2826362484157161,216
matte painting,0.009183939103860355,245,0,0.000510097922006744,-0.002663263378104923,0.002663263378104923,-1,0.008568090890066084,0.005904827511961161,0.2813688212927757,217
hyperrealistic,0.26100087410956874,200,0,0.000382122829166731,-0.0018621842283956802,0.0018621842283956802,-1,0.009905729041325783,0.008043544812930103,0.2801013941698352,218
extremely detailed,0.7196343463911897,148,0,0.0,-0.0017177118376179028,0.0017177118376179028,-1,0.0050163938387865585,0.0032986820011686557,0.27883396704689484,219
peter mohrbacher,0.4541205160141944,170,0,0.0007166480012493254,0.0006980304399421041,0.0006980304399421041,1,0.005424154893153139,0.006122185333095243,0.2750316856780735,220
winning,0.3926280191664479,177,0,0.0003384075850804961,-0.0014261132313997584,0.0014261132313997584,-1,0.00996661308200698,0.008540499850607222,0.26869455006337134,221
realistic,7.714647114431509e-05,262,0,0.0012797756664660854,0.0017161400456683698,0.0017161400456683698,1,0.02206756212121093,0.0237837021668793,0.267427122940431,222
colorful,0.6951365773641077,149,0,0.0003506673969069994,-0.0008258236599571096,0.0008258236599571096,-1,0.008019705165019082,0.007193881505061972,0.26362484157160965,223
field,0.017878606402646706,238,0,0.0013338304095264406,0.0010731527178698495,0.0010731527178698495,1,0.006155092310796632,0.007228245028666482,0.2610899873257288,224
female,0.029193942222929325,232,0,0.0011325442065694487,0.0011026969694984713,0.0011026969694984713,1,0.006959412905284183,0.008062109874782654,0.25855513307984795,225
cinematic lighting,0.1516802583023555,211,0,7.985242599029646e-06,-0.002404129394386706,0.002404129394386706,-1,0.009213069753858898,0.006808940359472192,0.2585551330798479,226
global illumination,0.3028512014901332,188,0,0.0,0.0022038513677064718,0.0022038513677064718,1,0.003239857874427257,0.005443709242133729,0.2585551330798479,227
depth,0.11868026172057697,217,0,0.0008034627915439864,0.0011433574470512357,0.0011433574470512357,1,0.004310789675251763,0.005454147122302999,0.2572877059569075,228
award,0.13293565277056832,216,0,0.0,-0.0027418236593607388,0.0027418236593607388,-1,0.010590585808092324,0.007848762148731585,0.25475285171102663,229
photograph,0.2619408555405766,199,0,0.0,0.002389754598150313,0.002389754598150313,1,0.010171862096118907,0.01256161669426922,0.2534854245880862,230
large,0.6752536528466897,152,0,0.0,0.0011784112014342164,0.0011784112014342164,1,0.005049360710769843,0.00622777191220406,0.2420785804816223,231
sampler=5,2.3364548494983133,88,0,0.0,0.0,0.0,0,0.001,0.001,0.2420785804816223,232
ultra realistic,0.36562470567679467,180,0,0.0007045278358674872,-0.0002544250699126737,0.0002544250699126737,-1,0.0063042175071871724,0.006049792437274499,0.23447401774397972,233
thomas,0.660915475573805,153,0,0.0005205197498332485,-5.4927095535213175e-05,5.4927095535213175e-05,-1,0.005412656482490682,0.005357729386955469,0.2344740177439797,234
extremely,1.3631556223360495,120,0,0.0,0.0004259465274903413,0.0004259465274903413,1,0.006132530400557101,0.006558476928047442,0.2281368821292776,235
medieval,0.08706351451187523,223,0,0.0009434923391238014,0.0006429212838851874,0.0006429212838851874,1,0.00465278275023029,0.005295704034115477,0.22053231939163498,236
scene,0.0034433416262758666,251,0,0.0004754402244662717,-0.0017905566028553989,0.0017905566028553989,-1,0.005831467055630597,0.004040910452775198,0.21799746514575413,237
vibrant,0.5823866998393855,159,0,7.013003253165983e-05,-0.000665661387111399,0.000665661387111399,-1,0.006188997810921892,0.005523336423810493,0.21419518377693283,238
quality,0.058212615126743465,227,0,0.0002911316359568754,0.0016435717475647062,0.0016435717475647062,1,0.008392241041299722,0.010035812788864428,0.21166032953105196,239
lens,0.0044058337061153785,250,0,0.0008412457685388622,-0.001061410264548441,0.001061410264548441,-1,0.006617000954331229,0.005555590689782788,0.21039290240811157,240
red,0.2626480400931325,198,0,0.0005030541435040937,0.0006126075106431886,0.0006126075106431886,1,0.012476591042335854,0.013089198552979043,0.20912547528517111,241
poster,0.024920450075545275,234,0,0.0001482276307419677,-0.001859933651691955,0.001859933651691955,-1,0.007404173647363082,0.005544239995671127,0.20659062103929027,242
room,0.27871228574905615,195,0,0.0,-0.0014710281348673197,0.0014710281348673197,-1,0.006269231405147889,0.00479820327028057,0.2015209125475285,243
standing,0.457844487322896,168,0,0.0,0.000935752681158533,0.000935752681158533,1,0.004983414777748283,0.005919167458906816,0.19898605830164764,244
sampler=1,0.4283261802575081,173,0,0.0,-0.001,0.001,-1,0.001,0.0,0.1964512040557668,245
alien,0.010189641371337125,242,0,0.00031833883444796893,0.0016112336355838504,0.0016112336355838504,1,0.005793267278604602,0.007404500914188452,0.19264892268694553,246
giant,0.09032030404643338,222,0,0.0,0.0017823281357075109,0.0017823281357075109,1,0.0047373319990585035,0.006519660134766014,0.18884664131812423,247
sitting,0.009626242268967834,244,0,0.0,-0.0020623771056391144,0.0020623771056391144,-1,0.00692381439738609,0.004861437291746975,0.18250950570342206,248
oil painting,0.0005117761677506324,260,0,0.0008043460606660593,0.000821268951898298,0.000821268951898298,1,0.00873565485278052,0.009556923804678819,0.1711026615969582,249
of an,0.5328607300290628,164,0,0.0,-0.00037801708392160363,0.00037801708392160363,-1,0.007839652152709747,0.007461635068788143,0.17110266159695817,250
for,0.3033194349192034,187,0,0.0,0.0009090919008696401,0.0009090919008696401,1,0.006239157031872152,0.007148248932741792,0.16983523447401774,251
dynamic,0.027203030109409995,233,0,0.0,0.001696569296592708,0.001696569296592708,1,0.0046804902512998185,0.0063770595478925265,0.16856780735107732,252
hdr,0.44924245989167344,172,0,0.0,0.00035652220816807627,0.00035652220816807627,1,0.004706239020313212,0.005062761228481288,0.1596958174904943,253
mohrbacher,0.27524582464391767,197,0,0.0001790428629798044,0.0002555176827949788,0.0002555176827949788,1,0.006046574957806674,0.006302092640601653,0.15209125475285173,254
tom,0.023888698935804697,235,0,0.00018527072609367154,-0.0010139495986049374,0.0010139495986049374,-1,0.005397776971765284,0.004383827373160346,0.15082382762991128,255
green,0.0006321632357751607,259,0,0.0,-0.0016890038248092293,0.0016890038248092293,-1,0.006600571641214787,0.004911567816405558,0.13434727503168567,256
wide,0.00915558002232185,246,0,0.0003493463591075642,-0.00047793861558511827,0.00047793861558511827,-1,0.005920099093328239,0.005442160477743121,0.12420785804816221,257
is,0.05589668214435716,228,0,0.0003118341061583646,0.0002005377732805548,0.0002005377732805548,1,0.01316485700687053,0.013365394780151085,0.12294043092522179,258
sampler=3,0.015889189619485027,239,0,0.0,0.001,0.001,1,0.003,0.004,0.11280101394169835,259
neon,0.0014772070951794905,257,0,0.00034638206077944306,0.0004589844450308342,0.0004589844450308342,1,0.004313747777229413,0.0047727322222602475,0.10519645120405578,260
high quality,0.05464521283343105,229,0,0.00013880413623785845,0.00015064327790762205,0.00015064327790762205,1,0.0060928405077182715,0.0062434837856258935,0.09632446134347276,261
rossdraws,0.01069961904090908,241,0,6.386123818280703e-05,0.0002872489322829942,0.0002872489322829942,1,0.004235436377165836,0.0045226853094488305,0.08871989860583017,262
front,0.09431412879085459,221,0,0.0,-6.433482326777609e-05,6.433482326777609e-05,-1,0.006555459271112109,0.006491124447844333,0.07731305449936629,263
