y,batch,user_id,n_list,x_sage_0,x_sage_1,x_sage_2,x_sage_3,x_sage_4,x_sage_5,x_sage_6,x_sage_7,x_sage_8,x_sage_9,x_sage_10,x_sage_11,x_sage_12,x_sage_13,x_sage_14,x_sage_15,x_n_nodes,x_n_edges,x_mean_deg,x_n_cc,x_n_q_seeds,x_seed_frac,x_lcc_frac
0.25,6,4,4,0.45,0.125,0.55,0.425,0.433333,0.155556,0.54625,0.425,0.433333,0.155556,0.54625,0.425,0.439583,0.133333,0.554792,0.425,1,0.1875,0.125,0.625,0.75,0.45,0.425
0.25,6,5,4,0.425,0.391667,0.55,0.375,0.425,0.391667,0.55,0.375,0.425,0.391667,0.55,0.375,0.425,0.391667,0.55,0.375,1,0.5875,0.391667,0.725,0.708333,0.425,0.375
0.25,6,6,4,0.45,0.25,0.55,0.375,0.441597,0.284201,0.555701,0.375,0.441597,0.284201,0.555701,0.375,0.451196,0.268599,0.548686,0.375,1,0.375,0.25,0.7,0.75,0.45,0.375
0.5,6,7,4,0.475,0.25,0.55,0.625,0.445833,0.310417,0.529583,0.625,0.445833,0.310417,0.529583,0.625,0.475347,0.281713,0.532569,0.625,1,0.375,0.25,0.4,0.791667,0.475,0.625
0.25,6,8,4,0.375,0.283333,0.55,0.425,0.395565,0.321657,0.560833,0.425,0.395565,0.321657,0.560833,0.425,0.366024,0.309094,0.556239,0.425,1,0.425,0.283333,0.625,0.625,0.375,0.425
0.5,6,9,4,0.5,0.325,0.55,0.575,0.47494,0.347907,0.584149,0.575,0.47494,0.347907,0.584149,0.575,0.496325,0.33738,0.56052,0.575,1,0.4875,0.325,0.525,0.833333,0.5,0.575
0.25,6,10,4,0.575,0.466667,0.55,0.5,0.579167,0.480556,0.561667,0.5,0.579167,0.480556,0.561667,0.5,0.560417,0.469444,0.544167,0.5,1,0.7,0.466667,0.5,0.958333,0.575,0.5
0.25,6,11,4,0.45,0.191667,0.55,0.525,0.474167,0.236667,0.492583,0.525,0.474167,0.236667,0.492583,0.525,0.473333,0.215226,0.525208,0.525,1,0.2875,0.191667,0.575,0.75,0.45,0.525
0.5,6,12,4,0.55,0.25,0.55,0.65,0.577083,0.295833,0.574167,0.65,0.577083,0.295833,0.574167,0.65,0.535764,0.271759,0.539028,0.65,1,0.375,0.25,0.4,0.916667,0.55,0.65
0.5,6,13,4,0.275,0.208333,0.55,0.65,0.25625,0.280556,0.565417,0.65,0.25625,0.280556,0.565417,0.65,0.26875,0.233507,0.545729,0.65,1,0.3125,0.208333,0.425,0.458333,0.275,0.65
0.5,6,14,4,0.525,0.35,0.55,0.6,0.497381,0.415437,0.549542,0.6,0.497381,0.415437,0.549542,0.6,0.530268,0.381891,0.561598,0.6,1,0.525,0.35,0.5,0.875,0.525,0.6
0.25,6,15,4,0.425,0.191667,0.55,0.45,0.414583,0.224653,0.562708,0.45,0.414583,0.224653,0.562708,0.45,0.417535,0.208623,0.565243,0.45,1,0.2875,0.191667,0.6,0.708333,0.425,0.45
0.25,6,16,4,0.35,0.216667,0.55,0.5,0.3075,0.267708,0.535667,0.5,0.3075,0.267708,0.535667,0.5,0.316458,0.252269,0.541319,0.5,1,0.325,0.216667,0.6,0.583333,0.35,0.5
0.5,6,17,4,0.675,0.383333,0.55,0.65,0.67375,0.447708,0.555479,0.65,0.67375,0.447708,0.555479,0.65,0.677122,0.419844,0.552386,0.65,1,0.575,0.383333,0.4,1.125,0.675,0.65
0.5,6,18,4,0.525,0.258333,0.55,0.6,0.579583,0.326458,0.570083,0.6,0.579583,0.326458,0.570083,0.6,0.532847,0.287882,0.560854,0.6,1,0.3875,0.258333,0.475,0.875,0.525,0.6
0,6,19,4,0.4,0.125,0.55,0.375,0.48125,0.170833,0.569375,0.375,0.48125,0.170833,0.569375,0.375,0.423437,0.139583,0.561719,0.375,1,0.1875,0.125,0.65,0.666667,0.4,0.375
0.75,7,0,4,0.625,0.408333,0.55,0.75,0.626825,0.534904,0.517113,0.75,0.626825,0.534904,0.517113,0.75,0.611096,0.44711,0.51693,0.75,1,0.6125,0.408333,0.325,1.04167,0.625,0.75
0.5,7,1,4,0.35,0.233333,0.55,0.55,0.33,0.260903,0.54025,0.55,0.33,0.260903,0.54025,0.55,0.331903,0.254362,0.546873,0.55,1,0.35,0.233333,0.55,0.583333,0.35,0.55
0.25,7,2,4,0.575,0.333333,0.55,0.65,0.4975,0.401716,0.559494,0.65,0.4975,0.401716,0.559494,0.65,0.533581,0.36928,0.547156,0.65,1,0.5,0.333333,0.4,0.958333,0.575,0.65
0.75,7,3,4,0.65,0.658333,0.55,0.8,0.651359,0.705923,0.549523,0.8,0.651359,0.705923,0.549523,0.8,0.649539,0.694093,0.553781,0.8,1,0.9875,0.658333,0.3,1.08333,0.65,0.8
0.25,7,4,4,0.375,0.133333,0.55,0.425,0.3875,0.164931,0.547917,0.425,0.3875,0.164931,0.547917,0.425,0.375,0.139873,0.546597,0.425,1,0.2,0.133333,0.65,0.625,0.375,0.425
0.5,7,5,4,0.45,0.208333,0.55,0.625,0.477083,0.247569,0.535625,0.625,0.477083,0.247569,0.535625,0.625,0.440278,0.22147,0.552535,0.625,1,0.3125,0.208333,0.45,0.75,0.45,0.625
0.5,7,6,4,0.55,0.233333,0.55,0.575,0.50625,0.275694,0.538333,0.575,0.50625,0.275694,0.538333,0.575,0.552257,0.251534,0.562622,0.575,1,0.35,0.233333,0.45,0.916667,0.55,0.575
0,7,7,4,0.325,0.175,0.55,0.3,0.326012,0.194226,0.562137,0.3,0.326012,0.194226,0.562137,0.3,0.323571,0.189891,0.556839,0.3,1,0.2625,0.175,0.8,0.541667,0.325,0.3
0.25,7,8,4,0.5,0.158333,0.55,0.525,0.593333,0.233056,0.524583,0.525,0.593333,0.233056,0.524583,0.525,0.521944,0.180972,0.533708,0.525,1,0.2375,0.158333,0.55,0.833333,0.5,0.525
0.5,7,9,4,0.7,0.675,0.55,0.675,0.7125,0.69996,0.556605,0.675,0.7125,0.69996,0.556605,0.675,0.70625,0.689606,0.551772,0.675,1,1.0125,0.675,0.375,1.16667,0.7,0.675
0.25,7,10,4,0.425,0.283333,0.55,0.5,0.412083,0.290972,0.551208,0.5,0.412083,0.290972,0.551208,0.5,0.432778,0.28788,0.544351,0.5,1,0.425,0.283333,0.575,0.708333,0.425,0.5
0.5,7,11,4,0.55,0.283333,0.55,0.6,0.534583,0.324931,0.548,0.6,0.534583,0.324931,0.548,0.6,0.540868,0.310914,0.555128,0.6,1,0.425,0.283333,0.45,0.916667,0.55,0.6
0.5,7,12,4,0.6,0.35,0.55,0.65,0.62375,0.395903,0.562375,0.65,0.62375,0.395903,0.562375,0.65,0.602167,0.375,0.556492,0.65,1,0.525,0.35,0.425,1,0.6,0.65
0.5,7,13,4,0.425,0.258333,0.55,0.55,0.41375,0.312014,0.578,0.55,0.41375,0.312014,0.578,0.55,0.435521,0.281985,0.559142,0.55,1,0.3875,0.258333,0.475,0.708333,0.425,0.55
0.75,7,14,4,0.4,0.416667,0.55,0.7,0.435893,0.490962,0.524875,0.7,0.435893,0.490962,0.524875,0.7,0.430185,0.449818,0.545264,0.7,1,0.625,0.416667,0.3,0.666667,0.4,0.7
0.5,7,15,4,0.525,0.35,0.55,0.625,0.508065,0.407257,0.548193,0.625,0.508065,0.407257,0.548193,0.625,0.528641,0.384314,0.539476,0.625,1,0.525,0.35,0.45,0.875,0.525,0.625
0.25,7,16,4,0.6,0.433333,0.55,0.575,0.608333,0.465212,0.56253,0.575,0.608333,0.465212,0.56253,0.575,0.58125,0.44602,0.553802,0.575,1,0.65,0.433333,0.425,1,0.6,0.575
0,7,17,4,0.225,0.0333333,0.55,0.175,0.2125,0.0375,0.555,0.175,0.2125,0.0375,0.555,0.175,0.225,0.0333333,0.55,0.175,1,0.05,0.0333333,0.9,0.375,0.225,0.175
0.25,7,18,4,0.3,0.166667,0.55,0.35,0.315833,0.204236,0.5595,0.35,0.315833,0.204236,0.5595,0.35,0.294618,0.186244,0.555757,0.35,1,0.25,0.166667,0.75,0.5,0.3,0.35
0.5,7,19,4,0.475,0.266667,0.55,0.525,0.491667,0.329236,0.534979,0.525,0.491667,0.329236,0.534979,0.525,0.466667,0.299685,0.531005,0.525,1,0.4,0.266667,0.5,0.791667,0.475,0.525
0.25,8,0,4,0.475,0.208333,0.55,0.5,0.469167,0.269444,0.532917,0.5,0.469167,0.269444,0.532917,0.5,0.487167,0.236528,0.53925,0.5,1,0.3125,0.208333,0.55,0.791667,0.475,0.5
0.75,8,1,4,0.65,0.483333,0.55,0.75,0.663482,0.576538,0.550848,0.75,0.663482,0.576538,0.550848,0.75,0.647901,0.522231,0.544023,0.75,1,0.725,0.483333,0.325,1.08333,0.65,0.75
0.25,8,2,4,0.525,0.35,0.55,0.425,0.4875,0.366329,0.563367,0.425,0.4875,0.366329,0.563367,0.425,0.525,0.356263,0.550103,0.425,1,0.525,0.35,0.625,0.875,0.525,0.425
0.5,8,3,4,0.475,0.275,0.55,0.725,0.519167,0.353542,0.561292,0.725,0.519167,0.353542,0.561292,0.725,0.492917,0.311852,0.565799,0.725,1,0.4125,0.275,0.325,0.791667,0.475,0.725
0.5,8,4,4,0.475,0.266667,0.55,0.55,0.429583,0.294375,0.548042,0.55,0.429583,0.294375,0.548042,0.55,0.461417,0.285794,0.550238,0.55,1,0.4,0.266667,0.55,0.791667,0.475,0.55
0.25,8,5,4,0.375,0.283333,0.55,0.55,0.4025,0.314931,0.567021,0.55,0.4025,0.314931,0.567021,0.55,0.386368,0.304346,0.563165,0.55,1,0.425,0.283333,0.55,0.625,0.375,0.55
0,8,6,4,0.35,0.0833333,0.55,0.275,0.358333,0.0916667,0.54375,0.275,0.358333,0.0916667,0.54375,0.275,0.3625,0.0868056,0.550833,0.275,1,0.125,0.0833333,0.775,0.583333,0.35,0.275
0.25,8,7,4,0.725,0.416667,0.55,0.6,0.770833,0.447887,0.559578,0.6,0.770833,0.447887,0.559578,0.6,0.740278,0.431764,0.547873,0.6,1,0.625,0.416667,0.45,1.20833,0.725,0.6
0.5,8,8,4,0.575,0.216667,0.55,0.5,0.577083,0.257292,0.530417,0.5,0.577083,0.257292,0.530417,0.5,0.569444,0.236372,0.544167,0.5,1,0.325,0.216667,0.525,0.958333,0.575,0.5
0.25,8,9,4,0.325,0.108333,0.55,0.375,0.330833,0.145278,0.577,0.375,0.330833,0.145278,0.577,0.375,0.322222,0.132963,0.56575,0.375,1,0.1625,0.108333,0.725,0.541667,0.325,0.375
0.25,8,10,4,0.4,0.125,0.55,0.375,0.352083,0.139931,0.53875,0.375,0.352083,0.139931,0.53875,0.375,0.377431,0.132986,0.541701,0.375,1,0.1875,0.125,0.7,0.666667,0.4,0.375
0.25,8,11,4,0.425,0.2,0.55,0.55,0.377083,0.238889,0.544792,0.55,0.377083,0.238889,0.544792,0.55,0.403819,0.214873,0.543889,0.55,1,0.3,0.2,0.475,0.708333,0.425,0.55
0.5,8,12,4,0.7,0.508333,0.55,0.6,0.691925,0.530208,0.546387,0.6,0.691925,0.530208,0.546387,0.6,0.696439,0.526431,0.547656,0.6,1,0.7625,0.508333,0.45,1.16667,0.7,0.6
0.25,8,13,4,0.525,0.175,0.55,0.525,0.6125,0.219444,0.54375,0.525,0.6125,0.219444,0.54375,0.525,0.543056,0.187731,0.54875,0.525,1,0.2625,0.175,0.525,0.875,0.525,0.525
0.5,8,14,4,0.45,0.341667,0.55,0.575,0.440833,0.367153,0.546042,0.575,0.440833,0.367153,0.546042,0.575,0.457014,0.362168,0.542154,0.575,1,0.5125,0.341667,0.525,0.75,0.45,0.575
0.5,8,15,4,0.55,0.233333,0.55,0.65,0.610417,0.3,0.530833,0.65,0.610417,0.3,0.530833,0.65,0.586806,0.272396,0.534444,0.65,1,0.35,0.233333,0.425,0.916667,0.55,0.65
0.25,8,16,4,0.5,0.125,0.55,0.375,0.5125,0.135417,0.551875,0.375,0.5125,0.135417,0.551875,0.375,0.505208,0.12934,0.558333,0.375,1,0.1875,0.125,0.7,0.833333,0.5,0.375
0.75,8,17,4,0.725,0.45,0.55,0.825,0.711012,0.530685,0.534077,0.825,0.711012,0.530685,0.534077,0.825,0.70572,0.498178,0.536794,0.825,1,0.675,0.45,0.2,1.20833,0.725,0.825
0.75,8,18,4,0.75,0.516667,0.55,0.925,0.756667,0.584097,0.575167,0.925,0.756667,0.584097,0.575167,0.925,0.752201,0.574319,0.568888,0.925,1,0.775,0.516667,0.175,1.25,0.75,0.925
0.25,8,19,4,0.425,0.183333,0.55,0.425,0.403333,0.203958,0.550167,0.425,0.403333,0.203958,0.550167,0.425,0.428438,0.194196,0.54241,0.425,1,0.275,0.183333,0.625,0.708333,0.425,0.425
0,9,0,4,0.3,0.108333,0.55,0.325,0.316667,0.1125,0.55625,0.325,0.316667,0.1125,0.55625,0.325,0.311111,0.11088,0.551389,0.325,1,0.1625,0.108333,0.75,0.5,0.3,0.325
0.25,9,1,4,0.5,0.15,0.55,0.475,0.510417,0.166667,0.563958,0.475,0.510417,0.166667,0.563958,0.475,0.515625,0.162326,0.554063,0.475,1,0.225,0.15,0.6,0.833333,0.5,0.475
0.25,9,2,4,0.5,0.333333,0.55,0.55,0.495357,0.371786,0.541964,0.55,0.495357,0.371786,0.541964,0.55,0.502921,0.342214,0.549359,0.55,1,0.5,0.333333,0.475,0.833333,0.5,0.55
0,9,3,4,0.375,0.1,0.55,0.3,0.404167,0.119444,0.559583,0.3,0.404167,0.119444,0.559583,0.3,0.375,0.102083,0.5475,0.3,1,0.15,0.1,0.725,0.625,0.375,0.3
0.75,9,4,4,0.6,0.341667,0.55,0.75,0.574167,0.400208,0.577875,0.75,0.574167,0.400208,0.577875,0.75,0.600521,0.369242,0.56134,0.75,1,0.5125,0.341667,0.35,1,0.6,0.75
0,9,5,4,0.5,0.15,0.55,0.425,0.505833,0.23,0.607083,0.425,0.505833,0.23,0.607083,0.425,0.485694,0.160139,0.542528,0.425,1,0.225,0.15,0.575,0.833333,0.5,0.425
0.5,9,6,4,0.525,0.308333,0.55,0.65,0.484583,0.354722,0.527667,0.65,0.484583,0.354722,0.527667,0.65,0.505507,0.333211,0.54456,0.65,1,0.4625,0.308333,0.375,0.875,0.525,0.65
0.25,9,7,4,0.575,0.25,0.55,0.5,0.570833,0.273611,0.540833,0.5,0.570833,0.273611,0.540833,0.5,0.583333,0.265741,0.549375,0.5,1,0.375,0.25,0.55,0.958333,0.575,0.5
0.25,9,8,4,0.6,0.425,0.55,0.525,0.54127,0.472629,0.509295,0.525,0.54127,0.472629,0.509295,0.525,0.597115,0.435428,0.547156,0.525,1,0.6375,0.425,0.425,1,0.6,0.525
0.5,9,9,4,0.4,0.116667,0.55,0.375,0.429167,0.137847,0.54375,0.375,0.429167,0.137847,0.54375,0.375,0.411458,0.125694,0.540312,0.375,1,0.175,0.116667,0.725,0.666667,0.4,0.375
0.25,9,10,4,0.5,0.283333,0.55,0.625,0.571726,0.343899,0.553214,0.625,0.571726,0.343899,0.553214,0.625,0.539583,0.315348,0.554018,0.625,1,0.425,0.283333,0.45,0.833333,0.5,0.625
0.25,9,11,4,0.425,0.0916667,0.55,0.3,0.3875,0.1125,0.534167,0.3,0.3875,0.1125,0.534167,0.3,0.43125,0.09375,0.55375,0.3,1,0.1375,0.0916667,0.725,0.708333,0.425,0.3
0,9,12,4,0.225,0.0333333,0.55,0.2,0.2,0.0375,0.53875,0.2,0.2,0.0375,0.53875,0.2,0.225,0.0333333,0.55,0.2,1,0.05,0.0333333,0.9,0.375,0.225,0.2
0.5,9,13,4,0.6,0.333333,0.55,0.725,0.641667,0.420486,0.572125,0.725,0.641667,0.420486,0.572125,0.725,0.626062,0.377503,0.555932,0.725,1,0.5,0.333333,0.375,1,0.6,0.725
1,9,14,4,0.525,0.375,0.55,0.8,0.5575,0.464792,0.5595,0.8,0.5575,0.464792,0.5595,0.8,0.504819,0.42125,0.537703,0.8,1,0.5625,0.375,0.25,0.875,0.525,0.8
0.25,9,15,4,0.475,0.158333,0.55,0.425,0.45,0.181944,0.537917,0.425,0.45,0.181944,0.537917,0.425,0.470139,0.16875,0.543194,0.425,1,0.2375,0.158333,0.55,0.791667,0.475,0.425
0.25,9,16,4,0.3,0.15,0.55,0.4,0.364583,0.169097,0.541458,0.4,0.364583,0.169097,0.541458,0.4,0.310417,0.155093,0.550938,0.4,1,0.225,0.15,0.65,0.5,0.3,0.4
0,9,17,4,0.425,0.108333,0.55,0.325,0.4375,0.123611,0.560833,0.325,0.4375,0.123611,0.560833,0.325,0.420833,0.113889,0.552917,0.325,1,0.1625,0.108333,0.725,0.708333,0.425,0.325
0.25,9,18,4,0.4,0.125,0.55,0.4,0.416667,0.176389,0.561667,0.4,0.416667,0.176389,0.561667,0.4,0.4,0.129167,0.550833,0.4,1,0.1875,0.125,0.625,0.666667,0.4,0.4
0.75,9,19,4,0.725,0.375,0.55,0.775,0.733333,0.43127,0.543845,0.775,0.733333,0.43127,0.543845,0.775,0.739583,0.417584,0.549892,0.775,1,0.5625,0.375,0.275,1.20833,0.725,0.775
0.5,10,0,4,0.6,0.35,0.55,0.75,0.616667,0.391647,0.562756,0.75,0.616667,0.391647,0.562756,0.75,0.610417,0.37773,0.560118,0.75,1,0.525,0.35,0.35,1,0.6,0.75
0.5,10,1,4,0.325,0.25,0.55,0.375,0.330714,0.268889,0.548952,0.375,0.330714,0.268889,0.548952,0.375,0.334236,0.263652,0.552422,0.375,1,0.375,0.25,0.725,0.541667,0.325,0.375
1,10,2,4,0.725,0.575,0.55,0.925,0.700804,0.693333,0.525997,0.925,0.700804,0.693333,0.525997,0.925,0.727592,0.647457,0.544345,0.925,1,0.8625,0.575,0.175,1.20833,0.725,0.925
0.25,10,3,4,0.3,0.0916667,0.55,0.3,0.2875,0.0944444,0.545417,0.3,0.2875,0.0944444,0.545417,0.3,0.295833,0.093287,0.548681,0.3,1,0.1375,0.0916667,0.775,0.5,0.3,0.3
0.25,10,4,4,0.325,0.075,0.55,0.25,0.35,0.0875,0.565,0.25,0.35,0.0875,0.565,0.25,0.325,0.075,0.55,0.25,1,0.1125,0.075,0.775,0.541667,0.325,0.25
0,10,5,4,0.5,0.216667,0.55,0.475,0.5,0.278472,0.546667,0.475,0.5,0.278472,0.546667,0.475,0.514583,0.227546,0.551667,0.475,1,0.325,0.216667,0.4,0.833333,0.5,0.475
0.25,10,6,4,0.525,0.175,0.55,0.45,0.590833,0.218889,0.57475,0.45,0.590833,0.218889,0.57475,0.45,0.54,0.189352,0.556167,0.45,1,0.2625,0.175,0.55,0.875,0.525,0.45
1,10,7,4,0.625,0.383333,0.55,0.825,0.674583,0.454792,0.532375,0.825,0.674583,0.454792,0.532375,0.825,0.650979,0.428811,0.538765,0.825,1,0.575,0.383333,0.25,1.04167,0.625,0.825
0.25,10,8,4,0.425,0.191667,0.55,0.45,0.39,0.216944,0.54975,0.45,0.39,0.216944,0.54975,0.45,0.404271,0.208906,0.554885,0.45,1,0.2875,0.191667,0.6,0.708333,0.425,0.45
0.75,10,9,4,0.525,0.291667,0.55,0.65,0.535833,0.354653,0.552417,0.65,0.535833,0.354653,0.552417,0.65,0.530861,0.32983,0.555822,0.65,1,0.4375,0.291667,0.375,0.875,0.525,0.65
0.75,10,10,4,0.825,0.75,0.55,0.975,0.818552,0.820471,0.552946,0.975,0.818552,0.820471,0.552946,0.975,0.819493,0.792,0.547335,0.975,1,1.125,0.75,0.125,1.375,0.825,0.975
1,10,11,4,0.675,0.375,0.55,0.975,0.737083,0.468125,0.5345,0.975,0.737083,0.468125,0.5345,0.975,0.720208,0.43065,0.542096,0.975,1,0.5625,0.375,0.125,1.125,0.675,0.975
1,10,12,4,0.675,0.366667,0.55,0.875,0.737083,0.477847,0.513625,0.875,0.737083,0.477847,0.513625,0.875,0.718056,0.422963,0.543028,0.875,1,0.55,0.366667,0.225,1.125,0.675,0.875
0.75,10,13,4,0.65,0.516667,0.55,0.925,0.66875,0.582937,0.536592,0.925,0.66875,0.582937,0.536592,0.925,0.667361,0.549741,0.542874,0.925,1,0.775,0.516667,0.175,1.08333,0.65,0.925
0.25,10,14,4,0.425,0.2,0.55,0.575,0.489583,0.2625,0.566875,0.575,0.489583,0.2625,0.566875,0.575,0.433333,0.229601,0.550417,0.575,1,0.3,0.2,0.475,0.708333,0.425,0.575
0,10,15,4,0.275,0.0583333,0.55,0.25,0.2625,0.0666667,0.565,0.25,0.2625,0.0666667,0.565,0.25,0.26875,0.0604167,0.551875,0.25,1,0.0875,0.0583333,0.825,0.458333,0.275,0.25
0,10,16,4,0.3,0.108333,0.55,0.35,0.235417,0.15625,0.5375,0.35,0.235417,0.15625,0.5375,0.35,0.283333,0.11875,0.552708,0.35,1,0.1625,0.108333,0.7,0.5,0.3,0.35
0.25,10,17,4,0.475,0.258333,0.55,0.525,0.503869,0.297292,0.544185,0.525,0.503869,0.297292,0.544185,0.525,0.479712,0.283426,0.54265,0.525,1,0.3875,0.258333,0.575,0.791667,0.475,0.525
0.25,10,18,4,0.475,0.191667,0.55,0.425,0.5,0.223194,0.565667,0.425,0.5,0.223194,0.565667,0.425,0.475,0.207428,0.559925,0.425,1,0.2875,0.191667,0.675,0.791667,0.475,0.425
0.25,10,19,4,0.475,0.416667,0.55,0.575,0.48244,0.437376,0.550342,0.575,0.48244,0.437376,0.550342,0.575,0.47854,0.42782,0.557168,0.575,1,0.625,0.416667,0.5,0.791667,0.475,0.575
0.75,11,0,4,0.45,0.316667,0.55,0.725,0.4725,0.368542,0.543708,0.725,0.4725,0.368542,0.543708,0.725,0.451708,0.351549,0.535164,0.725,1,0.475,0.316667,0.35,0.75,0.45,0.725
0.75,11,1,4,0.65,0.416667,0.55,0.85,0.563333,0.501389,0.5315,0.85,0.563333,0.501389,0.5315,0.85,0.605708,0.457882,0.536138,0.85,1,0.625,0.416667,0.225,1.08333,0.65,0.85
1,11,2,4,0.8,0.666667,0.55,0.975,0.746488,0.771528,0.55463,0.975,0.746488,0.771528,0.55463,0.975,0.788457,0.725716,0.54898,0.975,1,1,0.666667,0.125,1.33333,0.8,0.975
0.25,11,3,4,0.225,0.108333,0.55,0.35,0.3175,0.199375,0.601042,0.35,0.3175,0.199375,0.601042,0.35,0.253125,0.140833,0.572813,0.35,1,0.1625,0.108333,0.75,0.375,0.225,0.35
0.5,11,4,4,0.65,0.691667,0.55,0.6,0.65,0.705109,0.562108,0.6,0.65,0.705109,0.562108,0.6,0.65,0.700943,0.557421,0.6,1,1.0375,0.691667,0.425,1.08333,0.65,0.6
0.25,11,5,4,0.5,0.35,0.55,0.4,0.4875,0.359482,0.564568,0.4,0.4875,0.359482,0.564568,0.4,0.49375,0.356546,0.557518,0.4,1,0.525,0.35,0.675,0.833333,0.5,0.4
0,11,6,4,0.35,0.0833333,0.55,0.25,0.3625,0.0916667,0.55,0.25,0.3625,0.0916667,0.55,0.25,0.35,0.0833333,0.55,0.25,1,0.125,0.0833333,0.75,0.583333,0.35,0.25
0.25,11,7,4,0.425,0.366667,0.55,0.425,0.395833,0.392907,0.519112,0.425,0.395833,0.392907,0.519112,0.425,0.408333,0.377061,0.545417,0.425,1,0.55,0.366667,0.6,0.708333,0.425,0.425
0.5,11,8,4,0.55,0.341667,0.55,0.6,0.575536,0.386721,0.57697,0.6,0.575536,0.386721,0.57697,0.6,0.563019,0.365378,0.56014,0.6,1,0.5125,0.341667,0.45,0.916667,0.55,0.6
0.25,11,9,4,0.575,0.283333,0.55,0.575,0.578333,0.328819,0.5295,0.575,0.578333,0.328819,0.5295,0.575,0.594,0.306111,0.545902,0.575,1,0.425,0.283333,0.475,0.958333,0.575,0.575
0,11,10,4,0.425,0.141667,0.55,0.4,0.354167,0.183333,0.603333,0.4,0.354167,0.183333,0.603333,0.4,0.395833,0.150694,0.557292,0.4,1,0.2125,0.141667,0.625,0.708333,0.425,0.4
0.5,11,11,4,0.675,0.666667,0.55,0.7,0.674901,0.707644,0.54961,0.7,0.674901,0.707644,0.54961,0.7,0.675612,0.688458,0.549356,0.7,1,1,0.666667,0.35,1.125,0.675,0.7
1,11,12,4,0.8,0.675,0.55,1,0.751032,0.779539,0.55408,1,0.751032,0.779539,0.55408,1,0.754125,0.742549,0.561943,1,1,1.0125,0.675,0.1,1.33333,0.8,1
0.25,11,13,4,0.325,0.133333,0.55,0.4,0.333333,0.156944,0.569583,0.4,0.333333,0.156944,0.569583,0.4,0.322222,0.138426,0.552361,0.4,1,0.2,0.133333,0.65,0.541667,0.325,0.4
0.75,11,14,4,0.625,0.308333,0.55,0.7,0.63875,0.353194,0.563,0.7,0.63875,0.353194,0.563,0.7,0.633229,0.334826,0.550302,0.7,1,0.4625,0.308333,0.4,1.04167,0.625,0.7
0.25,11,15,4,0.575,0.308333,0.55,0.45,0.575,0.326944,0.55956,0.45,0.575,0.326944,0.55956,0.45,0.575,0.316782,0.552792,0.45,1,0.4625,0.308333,0.55,0.958333,0.575,0.45
0.25,11,16,4,0.425,0.191667,0.55,0.6,0.4125,0.241667,0.567917,0.6,0.4125,0.241667,0.567917,0.6,0.424653,0.218056,0.560417,0.6,1,0.2875,0.191667,0.5,0.708333,0.425,0.6
0,11,17,4,0.25,0.0666667,0.55,0.275,0.2375,0.075,0.53875,0.275,0.2375,0.075,0.53875,0.275,0.24375,0.06875,0.5525,0.275,1,0.1,0.0666667,0.8,0.416667,0.25,0.275
1,11,18,4,0.575,0.458333,0.55,0.8,0.538274,0.518631,0.533952,0.8,0.538274,0.518631,0.533952,0.8,0.552936,0.499709,0.51856,0.8,1,0.6875,0.458333,0.275,0.958333,0.575,0.8
0.25,11,19,4,0.575,0.266667,0.55,0.65,0.614583,0.318403,0.567083,0.65,0.614583,0.318403,0.567083,0.65,0.596181,0.295399,0.556563,0.65,1,0.4,0.266667,0.375,0.958333,0.575,0.65
0.25,12,0,4,0.4,0.208333,0.55,0.525,0.41125,0.257569,0.578375,0.525,0.41125,0.257569,0.578375,0.525,0.398333,0.218843,0.553674,0.525,1,0.3125,0.208333,0.55,0.666667,0.4,0.525
0.25,12,1,4,0.45,0.275,0.55,0.6,0.551667,0.338333,0.538625,0.6,0.551667,0.338333,0.538625,0.6,0.499861,0.313912,0.543889,0.6,1,0.4125,0.275,0.45,0.75,0.45,0.6
0.75,12,2,4,0.675,0.391667,0.55,0.675,0.68,0.440903,0.56,0.675,0.68,0.440903,0.56,0.675,0.672528,0.420602,0.544525,0.675,1,0.5875,0.391667,0.3,1.125,0.675,0.675
0.25,12,3,4,0.325,0.0833333,0.55,0.275,0.3625,0.0916667,0.565,0.275,0.3625,0.0916667,0.565,0.275,0.3375,0.0854167,0.554375,0.275,1,0.125,0.0833333,0.75,0.541667,0.325,0.275
0.75,12,4,4,0.375,0.475,0.55,0.7,0.414534,0.511776,0.575179,0.7,0.414534,0.511776,0.575179,0.7,0.389057,0.497129,0.562065,0.7,1,0.7125,0.475,0.275,0.625,0.375,0.7
0.75,12,5,4,0.75,0.575,0.55,0.95,0.871667,0.684296,0.543288,0.95,0.871667,0.684296,0.543288,0.95,0.795208,0.626946,0.555115,0.95,1,0.8625,0.575,0.15,1.25,0.75,0.95
0.25,12,6,4,0.35,0.133333,0.55,0.35,0.375417,0.171111,0.521375,0.35,0.375417,0.171111,0.521375,0.35,0.355583,0.161986,0.529217,0.35,1,0.2,0.133333,0.75,0.583333,0.35,0.35
0.5,12,7,4,0.5,0.3,0.55,0.65,0.53994,0.350268,0.540804,0.65,0.53994,0.350268,0.540804,0.65,0.511768,0.33137,0.544851,0.65,1,0.45,0.3,0.4,0.833333,0.5,0.65
