user_id,score,n_leaf,rank,dissolve_how,score_col,selected
301998,9.834499491578503e-07,1,1124,sum,tau2,0
578988,9.82918170955892e-07,2,1125,sum,tau2,0
191866,9.78575617356369e-07,4,1126,sum,tau2,0
929477,9.784021814768918e-07,1,1127,sum,tau2,0
548043,9.77772436360242e-07,2,1128,sum,tau2,0
347571,9.769606010364826e-07,1,1129,sum,tau2,0
342668,9.764537543033342e-07,2,1130,sum,tau2,0
434165,9.755760113318331e-07,2,1131,sum,tau2,0
460462,9.754687302496196e-07,3,1132,sum,tau2,0
475391,9.75405700276531e-07,2,1133,sum,tau2,0
802517,9.752269840641598e-07,1,1134,sum,tau2,0
136090,9.75166439112248e-07,3,1135,sum,tau2,0
722342,9.728068944828935e-07,1,1136,sum,tau2,0
552465,9.702639294109702e-07,2,1137,sum,tau2,0
711497,9.657178650038293e-07,1,1138,sum,tau2,0
245062,9.641643124337172e-07,3,1139,sum,tau2,0
588288,9.619755548807653e-07,2,1140,sum,tau2,0
265160,9.614067522026399e-07,1,1141,sum,tau2,0
885755,9.602192100577227e-07,3,1142,sum,tau2,0
811300,9.599570501000233e-07,2,1143,sum,tau2,0
939208,9.588549932888918e-07,2,1144,sum,tau2,0
931501,9.5568785692683e-07,2,1145,sum,tau2,0
30712,9.549812312318776e-07,1,1146,sum,tau2,0
935926,9.53207514098588e-07,2,1147,sum,tau2,0
538313,9.528165134923631e-07,1,1148,sum,tau2,0
837684,9.523843029645277e-07,1,1149,sum,tau2,0
92147,9.517236866012271e-07,3,1150,sum,tau2,0
623571,9.505663657472284e-07,2,1151,sum,tau2,0
488352,9.49925959903373e-07,1,1152,sum,tau2,0
326875,9.49925959903373e-07,1,1153,sum,tau2,0
999200,9.478805604906587e-07,1,1154,sum,tau2,0
508142,9.447645398119354e-07,1,1155,sum,tau2,0
372149,9.447556616805622e-07,2,1156,sum,tau2,0
797446,9.447034171650401e-07,1,1157,sum,tau2,0
303635,9.441629334586137e-07,2,1158,sum,tau2,0
358033,9.421272618310799e-07,1,1159,sum,tau2,0
613852,9.419690404527198e-07,1,1160,sum,tau2,0
756322,9.399082714654766e-07,3,1161,sum,tau2,0
626199,9.396677567615626e-07,1,1162,sum,tau2,0
131817,9.365653618869022e-07,2,1163,sum,tau2,0
805579,9.36427561463882e-07,3,1164,sum,tau2,0
541352,9.358436561965817e-07,3,1165,sum,tau2,0
1001522,9.34838088551074e-07,2,1166,sum,tau2,0
983189,9.338659351455468e-07,2,1167,sum,tau2,0
483526,9.330214434028342e-07,2,1168,sum,tau2,0
222164,9.3214013914723e-07,1,1169,sum,tau2,0
74574,9.263275403151783e-07,2,1170,sum,tau2,0
868365,9.256205041214588e-07,2,1171,sum,tau2,0
272422,9.245683952929489e-07,2,1172,sum,tau2,0
289646,9.228954547434465e-07,1,1173,sum,tau2,0
18798,9.228954547434465e-07,1,1174,sum,tau2,0
100157,9.228954547434465e-07,1,1175,sum,tau2,0
848466,9.224642131998259e-07,1,1176,sum,tau2,0
795830,9.160852371619607e-07,2,1177,sum,tau2,0
489405,9.145050488536309e-07,1,1178,sum,tau2,0
37657,9.100699792779498e-07,3,1179,sum,tau2,0
325581,9.09213292344783e-07,1,1180,sum,tau2,0
412387,9.084616728921227e-07,4,1181,sum,tau2,0
537359,9.059200529907261e-07,2,1182,sum,tau2,0
269935,9.022962572740477e-07,1,1183,sum,tau2,0
58322,9.011127738019661e-07,2,1184,sum,tau2,0
53964,8.963981429531936e-07,1,1185,sum,tau2,0
749627,8.96219139402444e-07,1,1186,sum,tau2,0
611949,8.958236821452558e-07,1,1187,sum,tau2,0
258477,8.947041166714469e-07,2,1188,sum,tau2,0
509090,8.939155961811474e-07,1,1189,sum,tau2,0
582041,8.921930359850442e-07,2,1190,sum,tau2,0
211707,8.921383378293875e-07,3,1191,sum,tau2,0
885019,8.909019258102495e-07,1,1192,sum,tau2,0
665136,8.881383297534169e-07,2,1193,sum,tau2,0
45526,8.871363930505475e-07,2,1194,sum,tau2,0
322899,8.852017944654637e-07,1,1195,sum,tau2,0
724060,8.823892737537986e-07,1,1196,sum,tau2,0
6854,8.795831210841681e-07,1,1197,sum,tau2,0
741561,8.77742681579622e-07,4,1198,sum,tau2,0
904172,8.742679479771722e-07,1,1199,sum,tau2,0
525357,8.723128973783986e-07,2,1200,sum,tau2,0
568530,8.699274467127396e-07,3,1201,sum,tau2,0
102573,8.692473227982407e-07,3,1202,sum,tau2,0
557070,8.683769773989807e-07,3,1203,sum,tau2,0
260491,8.679725459836264e-07,1,1204,sum,tau2,0
478082,8.675037422773261e-07,2,1205,sum,tau2,0
522090,8.659393350499878e-07,1,1206,sum,tau2,0
884415,8.641987817634362e-07,1,1207,sum,tau2,0
741669,8.639290780463881e-07,2,1208,sum,tau2,0
460033,8.626788104914466e-07,2,1209,sum,tau2,0
96761,8.61313912517347e-07,1,1210,sum,tau2,0
451076,8.580982339907446e-07,1,1211,sum,tau2,0
321027,8.537701344768451e-07,2,1212,sum,tau2,0
639612,8.528182346848221e-07,1,1213,sum,tau2,0
476734,8.515164488202997e-07,1,1214,sum,tau2,0
364017,8.512285424861471e-07,1,1215,sum,tau2,0
791186,8.506597718958692e-07,1,1216,sum,tau2,0
313874,8.499053457302792e-07,2,1217,sum,tau2,0
143665,8.492988202256852e-07,1,1218,sum,tau2,0
787971,8.486586288439508e-07,1,1219,sum,tau2,0
471994,8.474483039688222e-07,2,1220,sum,tau2,0
617226,8.462127756013522e-07,1,1221,sum,tau2,0
257542,8.449422200592976e-07,1,1222,sum,tau2,0
104157,8.445828788840599e-07,1,1223,sum,tau2,0
702363,8.441758436657701e-07,2,1224,sum,tau2,0
831343,8.434708566264632e-07,1,1225,sum,tau2,0
926319,8.420611697699862e-07,1,1226,sum,tau2,0
396556,8.414126099164053e-07,1,1227,sum,tau2,0
397265,8.408116286937566e-07,2,1228,sum,tau2,0
547801,8.403730651747014e-07,1,1229,sum,tau2,0
884752,8.400154499764705e-07,2,1230,sum,tau2,0
155932,8.369314703220633e-07,1,1231,sum,tau2,0
511505,8.354530767814385e-07,1,1232,sum,tau2,0
156057,8.348959275977145e-07,3,1233,sum,tau2,0
472813,8.332078909231968e-07,2,1234,sum,tau2,0
677917,8.313297646273657e-07,2,1235,sum,tau2,0
201232,8.305440281894243e-07,2,1236,sum,tau2,0
860233,8.301555980206066e-07,2,1237,sum,tau2,0
501335,8.301555980206066e-07,2,1238,sum,tau2,0
85047,8.299652553749792e-07,1,1239,sum,tau2,0
254829,8.274816058494728e-07,2,1240,sum,tau2,0
360962,8.262814650216743e-07,2,1241,sum,tau2,0
692864,8.257051512528655e-07,1,1242,sum,tau2,0
915974,8.255590958713587e-07,1,1243,sum,tau2,0
995696,8.255289895382024e-07,1,1244,sum,tau2,0
476935,8.255289895382024e-07,1,1245,sum,tau2,0
31577,8.252717182347473e-07,2,1246,sum,tau2,0
687059,8.243142232878956e-07,2,1247,sum,tau2,0
978268,8.235987776852449e-07,1,1248,sum,tau2,0
364220,8.235987776852449e-07,1,1249,sum,tau2,0
388620,8.235987776852449e-07,1,1250,sum,tau2,0
40805,8.235459582264364e-07,3,1251,sum,tau2,0
525105,8.224773947811698e-07,1,1252,sum,tau2,0
771882,8.224773947811698e-07,1,1253,sum,tau2,0
963609,8.224773947811698e-07,1,1254,sum,tau2,0
189544,8.154789412381996e-07,2,1255,sum,tau2,0
702361,8.134924754307655e-07,1,1256,sum,tau2,0
948502,8.134924754307655e-07,1,1257,sum,tau2,0
733537,8.127382673046465e-07,1,1258,sum,tau2,0
158543,8.116670925125595e-07,1,1259,sum,tau2,0
258276,8.088335810776625e-07,2,1260,sum,tau2,0
441869,8.084487636798258e-07,3,1261,sum,tau2,0
316535,8.076848747600903e-07,1,1262,sum,tau2,0
993734,8.075191979260116e-07,1,1263,sum,tau2,0
56277,8.075191979260116e-07,1,1264,sum,tau2,0
303507,8.071606405281601e-07,1,1265,sum,tau2,0
208735,8.068036708274466e-07,3,1266,sum,tau2,0
440912,8.058692118473207e-07,1,1267,sum,tau2,0
503885,8.049247462543302e-07,2,1268,sum,tau2,0
922850,8.045195155779549e-07,1,1269,sum,tau2,0
353752,8.038871907894577e-07,3,1270,sum,tau2,0
911358,8.033074309618876e-07,2,1271,sum,tau2,0
476554,8.032438230496952e-07,3,1272,sum,tau2,0
349969,8.016344904123852e-07,1,1273,sum,tau2,0
170002,8.016344904123852e-07,1,1274,sum,tau2,0
806778,8.015716582508236e-07,1,1275,sum,tau2,0
