user_id,score,n_leaf,rank,dissolve_how,score_col,selected
294457,30.395358315291958,1,3363,sum,shift_l2,0
545289,30.39277586828735,2,3364,sum,shift_l2,0
403420,30.392520945785012,1,3365,sum,shift_l2,0
338278,30.391335661573308,1,3366,sum,shift_l2,0
438298,30.391146606414452,1,3367,sum,shift_l2,0
661526,30.388423517906062,1,3368,sum,shift_l2,0
951258,30.386759688880332,2,3369,sum,shift_l2,0
552259,30.379899860727853,1,3370,sum,shift_l2,0
94000,30.378606753104794,1,3371,sum,shift_l2,0
918113,30.37857760723306,1,3372,sum,shift_l2,0
387152,30.37797765171558,1,3373,sum,shift_l2,0
951255,30.367101042317948,1,3374,sum,shift_l2,0
473960,30.36490980078397,1,3375,sum,shift_l2,0
375827,30.364149726392903,1,3376,sum,shift_l2,0
187286,30.362776840830644,1,3377,sum,shift_l2,0
699840,30.358633125352927,1,3378,sum,shift_l2,0
849628,30.357677974558072,1,3379,sum,shift_l2,0
342997,30.352528073778696,1,3380,sum,shift_l2,0
251214,30.35197457998247,1,3381,sum,shift_l2,0
879950,30.35132061316515,1,3382,sum,shift_l2,0
293562,30.351269222417052,1,3383,sum,shift_l2,0
725404,30.348213074918785,1,3384,sum,shift_l2,0
26861,30.34741170427098,2,3385,sum,shift_l2,0
965936,30.34151632059718,1,3386,sum,shift_l2,0
88812,30.340048787622713,1,3387,sum,shift_l2,0
961292,30.3373882729797,1,3388,sum,shift_l2,0
515278,30.33432565709904,1,3389,sum,shift_l2,0
82816,30.329597505769787,1,3390,sum,shift_l2,0
782527,30.324456218506004,1,3391,sum,shift_l2,0
481383,30.32294669922527,1,3392,sum,shift_l2,0
898725,30.321832789939943,1,3393,sum,shift_l2,0
745580,30.321435505871488,1,3394,sum,shift_l2,0
616363,30.320534498019043,2,3395,sum,shift_l2,0
916006,30.307942193410405,1,3396,sum,shift_l2,0
975940,30.30672849505374,1,3397,sum,shift_l2,0
603298,30.306612356603843,2,3398,sum,shift_l2,0
311296,30.30587833242136,1,3399,sum,shift_l2,0
847838,30.304575714635575,1,3400,sum,shift_l2,0
589485,30.30150780418483,3,3401,sum,shift_l2,0
550650,30.29446699592078,1,3402,sum,shift_l2,0
547526,30.29297251796928,1,3403,sum,shift_l2,0
168962,30.2871774745702,1,3404,sum,shift_l2,0
418628,30.274772549643174,1,3405,sum,shift_l2,0
634655,30.27247587588155,1,3406,sum,shift_l2,0
547438,30.272047838132572,1,3407,sum,shift_l2,0
536155,30.264329023329367,2,3408,sum,shift_l2,0
849921,30.26252517707464,1,3409,sum,shift_l2,0
104894,30.260474082999146,1,3410,sum,shift_l2,0
297784,30.256558894223275,1,3411,sum,shift_l2,0
169876,30.25419768490552,1,3412,sum,shift_l2,0
644261,30.2510351317536,1,3413,sum,shift_l2,0
158545,30.248925624457648,1,3414,sum,shift_l2,0
747516,30.245290917316723,1,3415,sum,shift_l2,0
804417,30.23986550885313,1,3416,sum,shift_l2,0
227974,30.238659745465174,1,3417,sum,shift_l2,0
848574,30.237724476218734,1,3418,sum,shift_l2,0
322082,30.235076601367094,1,3419,sum,shift_l2,0
601256,30.234568006289187,3,3420,sum,shift_l2,0
781212,30.23111832863641,1,3421,sum,shift_l2,0
377515,30.22913539473414,1,3422,sum,shift_l2,0
270088,30.228540095173365,1,3423,sum,shift_l2,0
176974,30.226258565394748,1,3424,sum,shift_l2,0
494159,30.225381395433082,1,3425,sum,shift_l2,0
427840,30.225241518590213,1,3426,sum,shift_l2,0
58602,30.22487908390385,1,3427,sum,shift_l2,0
511630,30.22397312744257,1,3428,sum,shift_l2,0
453693,30.223698222193185,1,3429,sum,shift_l2,0
239844,30.22264123246341,1,3430,sum,shift_l2,0
623181,30.221352043409517,1,3431,sum,shift_l2,0
278068,30.22074574971746,1,3432,sum,shift_l2,0
928752,30.21425580169955,1,3433,sum,shift_l2,0
497560,30.212643002581284,1,3434,sum,shift_l2,0
87891,30.212039865913592,1,3435,sum,shift_l2,0
576664,30.212002961176843,1,3436,sum,shift_l2,0
144226,30.209585917271916,1,3437,sum,shift_l2,0
475394,30.20940114314081,1,3438,sum,shift_l2,0
688109,30.202091553361708,1,3439,sum,shift_l2,0
598740,30.199990815714852,1,3440,sum,shift_l2,0
791529,30.196087280582248,1,3441,sum,shift_l2,0
434901,30.19195242802598,1,3442,sum,shift_l2,0
801644,30.18728854248477,1,3443,sum,shift_l2,0
